Subject Number,Stimulus Feature,Congruency,Key Press,Reaction Time,Accuracy
5,1,2,2,0.98551,1
5,2,2,1,0.69334,1
5,1,2,2,0.76894,1
5,1,2,2,0.69575,1
5,4,2,2,0.69456,1
5,3,2,1,0.70646,1
5,3,2,1,0.90433,1
5,1,2,2,0.95799,1
5,4,2,2,0.6719,1
5,4,2,2,0.61194,1
5,2,2,1,1.1383,1
5,4,2,2,0.66823,1
5,4,2,2,0.83518,1
5,4,2,2,0.68292,1
5,1,2,2,1.2499,1
5,3,2,1,0.70264,1
5,1,2,2,0.99044,1
5,4,2,2,0.74739,1
5,2,2,1,1.0789,1
5,4,2,2,0.85163,1
5,3,2,1,0.86552,1
5,4,2,2,0.9513,1
5,4,2,2,0.77392,1
5,3,2,1,1.0309,1
5,2,2,1,1.1877,1
5,3,1,1,0.62658,1
5,1,1,1,0.8283,1
5,4,1,2,0.59117,1
5,2,1,2,0.67098,1
5,3,1,1,0.59384,1
5,1,1,1,0.62162,1
5,2,1,2,0.65137,1
5,4,1,2,0.69119,1
5,2,1,2,0.77809,1
5,3,1,1,0.62086,1
5,3,1,1,0.70463,1
5,3,1,1,0.68247,1
5,4,1,2,0.62629,1
5,1,1,1,0.589,1
5,4,1,2,0.8277,1
5,2,1,2,0.53626,1
5,3,1,1,0.6191,1
5,3,1,1,0.59804,1
5,3,1,1,0.65578,1
5,4,1,2,0.58786,1
5,1,1,1,0.80656,1
5,4,1,2,0.7784,1
5,3,1,1,0.54532,1
5,1,1,1,0.88203,1
5,3,1,1,0.63095,1
5,2,1,2,0.65488,1
5,3,1,1,0.55168,1
5,2,1,2,0.70356,1
5,2,1,2,0.62636,1
5,4,1,2,0.7062,1
5,2,1,2,0.72906,1
5,1,1,1,0.72187,1
5,2,1,2,0.63058,1
5,4,1,2,0.62044,1
5,3,1,1,0.5763,1
5,1,1,1,0.68005,1
5,4,1,2,0.53104,1
5,1,1,1,0.96384,1
5,3,1,1,0.5087,1
5,4,1,2,0.63556,1
5,2,1,2,0.73544,1
5,3,1,1,0.54421,1
5,1,1,1,0.63003,1
5,3,1,1,0.55393,1
5,4,1,2,0.62383,1
5,4,1,2,0.5557,1
5,3,1,1,0.53639,1
5,1,1,1,0.55136,1
5,1,1,1,0.65015,1
5,1,1,1,0.60998,1
5,4,1,2,0.7969,1
5,2,1,2,0.74576,1
5,2,1,2,0.72565,1
5,4,1,2,0.51638,1
5,4,1,2,0.63033,1
5,3,1,1,0.51197,1
5,1,1,1,0.6948,1
5,2,1,2,0.81976,1
5,1,1,1,0.70348,1
5,3,1,1,0.59635,1
5,3,1,1,0.65111,1
5,1,1,1,0.62001,1
5,4,1,2,0.62694,1
5,1,1,1,0.60877,1
5,1,1,1,0.62242,1
5,3,1,1,0.47258,1
5,1,1,1,0.58516,1
5,2,1,2,0.62693,1
5,1,1,1,0.73609,1
5,2,1,2,0.73268,1
5,2,1,2,0.69534,1
6,2,2,1,0.70909,1
6,2,2,1,0.74179,1
6,1,2,2,0.81662,1
6,3,2,1,0.72833,1
6,2,2,1,0.90722,1
6,2,2,1,0.687,1
6,3,2,1,1.0799,1
6,1,2,2,0.88673,1
6,1,2,2,1.0212,1
6,2,2,1,1.0631,1
6,3,2,1,0.78497,1
6,4,2,2,0.82171,1
6,3,2,1,0.75845,1
6,1,2,2,0.76728,1
6,2,2,1,0.91711,1
6,3,2,1,0.75887,1
6,3,2,1,0.68656,1
6,3,2,1,0.76251,1
6,1,2,2,0.72224,1
6,4,2,2,0.88709,1
6,3,2,1,0.6658,1
6,3,2,1,0.8627,1
6,4,2,2,0.72749,1
6,1,2,2,0.90441,1
6,3,2,1,0.69927,1
6,2,2,1,1.1311,1
6,3,2,1,0.76388,1
6,4,2,2,0.86984,1
6,2,2,1,0.87872,1
6,3,2,1,0.71342,1
6,3,2,1,0.84128,1
6,2,2,1,1.091,1
6,3,2,1,0.91893,1
6,1,2,2,0.87986,1
6,4,2,2,0.66048,1
6,2,2,1,0.83831,1
6,2,2,1,0.72121,1
6,1,2,2,0.94484,1
6,2,2,1,0.85488,1
6,1,2,2,0.70481,1
6,4,2,2,0.84956,1
6,3,2,1,0.96445,1
6,4,2,2,0.81342,1
6,3,2,1,0.71221,1
6,2,2,1,0.87099,1
6,3,2,1,0.77082,1
6,2,2,1,0.82477,1
6,1,2,2,0.70364,1
6,1,2,2,1.1841,1
6,1,2,2,0.71797,1
6,2,2,1,1.0079,1
6,1,2,2,0.67228,1
6,3,2,1,0.68919,1
6,4,2,1,1.0272,0
6,2,2,1,0.79,1
6,3,2,1,0.71081,1
6,3,2,1,0.78263,1
6,3,2,1,0.77742,1
6,3,2,1,0.67826,1
6,1,2,2,0.82408,1
6,1,2,2,0.85596,1
6,2,2,1,0.75289,1
6,3,2,1,0.67469,1
6,4,2,2,1.3905,1
6,4,2,2,0.62237,1
6,1,2,2,0.9091,1
6,2,2,1,0.67308,1
6,1,2,2,0.67792,1
6,4,2,2,0.60876,1
6,4,2,2,0.47258,1
6,1,2,2,0.73138,1
6,1,2,2,0.75016,1
6,1,2,2,0.7831,1
6,4,2,1,1.1059,0
6,3,2,1,0.79388,1
6,4,2,2,0.67272,1
6,2,2,1,1.1045,1
6,2,2,1,0.89037,1
6,1,2,2,0.72519,1
6,4,2,2,0.83805,1
6,2,2,1,0.76686,1
6,1,2,2,0.80073,1
6,2,2,1,0.83366,1
6,1,2,2,0.75445,1
6,3,2,1,5.9552,1
6,4,2,2,0.77283,1
6,4,2,2,0.6649,1
6,4,2,2,0.65455,1
6,4,2,2,0.7314,1
6,4,2,2,0.68625,1
6,2,2,1,0.78617,1
6,4,2,2,0.79699,1
6,2,2,1,0.76984,1
6,3,2,1,0.7486,1
6,4,2,2,0.70562,1
6,3,2,1,0.63445,1
6,2,2,1,0.80924,1
6,2,2,1,1.006,1
6,1,2,2,1.185,1
6,2,2,1,0.91077,1
6,3,2,1,1.2124,1
6,2,2,1,0.81851,1
6,1,2,2,0.99836,1
6,3,2,1,0.74814,1
6,3,2,1,0.67802,1
6,2,2,1,0.89398,1
6,4,2,2,0.70588,1
6,3,2,1,0.48058,1
6,2,2,1,0.67846,1
6,4,2,2,1.6003,1
6,4,2,2,0.80699,1
6,4,2,2,0.99902,1
6,2,2,1,0.72893,1
6,1,2,2,0.77279,1
6,2,2,1,0.75656,1
6,1,2,2,0.61948,1
6,1,2,2,0.6302,1
6,4,2,2,0.68517,1
6,3,2,1,0.656,1
6,1,2,2,0.84561,1
6,1,2,2,0.5406,1
6,4,2,2,0.70764,1
6,1,2,2,0.64743,1
6,1,2,2,0.84038,1
6,2,2,1,0.79909,1
6,4,2,2,0.88205,1
6,4,2,2,0.43374,1
6,4,2,2,0.47204,1
6,4,2,1,1.8797,0
6,3,2,1,0.60138,1
6,2,2,1,0.79627,1
6,1,2,2,0.78914,1
6,3,2,1,0.69386,1
6,2,2,1,0.71889,1
6,4,2,2,1.1647,1
6,3,2,1,0.64846,1
6,2,2,1,0.63336,1
6,4,2,2,0.74125,1
6,2,2,1,0.76524,1
6,2,2,1,0.92193,1
6,4,2,2,0.77988,1
6,3,2,1,1.0547,1
6,1,2,1,0.50755,0
6,1,2,2,0.77443,1
6,1,2,2,0.79302,1
6,2,2,1,0.59195,1
6,1,2,2,0.98071,1
6,1,2,2,0.59367,1
6,3,2,1,0.70136,1
6,1,2,2,0.71726,1
6,4,2,2,0.76431,1
6,4,2,2,0.51897,1
6,1,2,2,0.7688,1
6,1,2,2,0.77677,1
6,3,2,1,0.67208,1
6,4,2,2,0.76123,1
6,4,2,2,0.53412,1
6,3,2,1,0.67886,1
6,4,2,2,0.65878,1
6,4,2,2,0.55946,1
6,4,2,2,0.64545,1
6,1,2,2,0.78022,1
6,4,2,2,0.64195,1
6,3,2,1,0.68173,1
6,2,2,1,0.8096,1
6,1,2,2,0.73628,1
6,4,2,2,0.80293,1
6,3,2,1,0.61897,1
6,3,2,1,0.64167,1
6,3,2,1,0.64868,1
6,2,2,1,0.85158,1
6,3,2,1,1.0624,1
6,3,2,1,0.67493,1
6,3,2,1,0.78199,1
6,2,2,1,0.71661,1
6,2,2,1,0.68049,1
6,2,2,1,0.59526,1
6,2,2,1,5.61,1
6,2,2,1,0.60756,1
6,2,2,1,0.56549,1
6,3,2,1,0.69335,1
6,1,2,2,0.67314,1
6,1,2,2,0.54208,1
6,4,2,2,0.83681,1
6,1,2,2,0.61266,1
6,1,2,2,0.56461,1
6,1,2,2,0.71226,1
6,2,2,1,0.52416,1
6,4,2,2,0.85707,1
6,2,2,1,0.73392,1
6,4,2,1,5.5688,0
6,4,2,2,0.66445,1
6,2,2,1,0.53903,1
6,4,2,2,0.56192,1
6,4,2,2,0.67393,1
6,1,2,2,0.77567,1
6,1,2,2,0.48793,1
6,1,2,2,0.5423,1
6,1,2,2,0.66035,1
6,2,2,1,0.59925,1
6,4,2,2,0.68813,1
6,2,2,1,0.65777,1
6,1,2,2,0.93557,1
6,4,2,2,0.73179,1
6,1,2,2,0.77742,1
6,1,2,2,0.85546,1
6,3,2,2,3.8429,0
6,2,2,1,0.84883,1
6,2,2,1,0.52679,1
6,4,2,2,0.69665,1
6,1,2,2,0.98051,1
6,2,2,1,0.55416,1
6,1,2,2,0.58433,1
6,4,2,2,0.68402,1
6,3,2,1,0.54003,1
6,4,2,2,0.49167,1
6,4,2,2,0.68356,1
6,3,2,1,0.68164,1
6,1,2,2,0.82144,1
6,3,2,1,1.4481,1
6,1,2,2,0.79418,1
6,3,2,1,0.68158,1
6,2,2,1,0.77349,1
6,4,2,2,0.61637,1
6,4,2,2,0.49328,1
6,3,2,1,0.54302,1
6,4,2,2,0.48086,1
6,3,2,1,0.50572,1
6,2,2,1,0.61765,1
6,2,2,1,0.54349,1
6,3,2,1,0.54935,1
6,3,2,1,0.51821,1
6,3,2,1,0.42731,1
6,3,2,1,0.64593,1
6,1,2,2,0.64367,1
6,2,2,1,0.72759,1
6,3,2,1,0.65659,1
6,4,2,1,0.78743,0
6,4,2,2,0.45604,1
6,1,2,2,0.89616,1
6,4,2,2,0.61001,1
6,4,2,2,0.44444,1
6,2,2,1,0.57665,1
6,3,2,1,0.61939,1
6,2,2,1,0.55622,1
6,4,2,2,1.659,1
6,4,2,2,0.64014,1
6,4,2,2,0.58699,1
6,1,2,2,0.59658,1
6,3,2,1,0.55456,1
6,3,2,1,0.77674,1
6,3,2,1,0.66546,1
6,2,2,1,0.69118,1
6,3,2,1,0.6964,1
6,1,2,2,0.60301,1
6,4,2,2,0.78913,1
6,1,2,2,0.57776,1
6,2,2,1,0.55755,1
6,3,2,2,0.5387,0
6,1,2,2,0.61619,1
6,2,2,1,0.65705,1
6,2,2,1,1.1229,1
6,3,2,1,0.68678,1
6,4,2,2,0.66581,1
6,1,2,2,0.79259,1
6,1,2,2,0.63629,1
6,4,2,2,1.0663,1
6,3,2,1,0.88046,1
6,1,2,1,0.70193,0
6,3,2,1,0.66378,1
6,2,2,1,0.7647,1
6,2,2,1,0.72842,1
6,2,2,1,0.56624,1
6,2,2,1,4.0032,1
6,2,2,1,0.63173,1
6,4,2,2,0.62538,1
6,2,2,1,0.5745,1
6,3,2,1,0.62222,1
6,1,2,2,0.5071,1
6,2,2,1,0.55318,1
6,3,2,1,0.76177,1
6,3,2,1,0.63184,1
6,1,2,1,0.69122,0
6,3,2,1,0.66043,1
6,3,2,1,0.62716,1
6,4,2,2,0.80322,1
6,2,2,1,0.69009,1
6,1,2,1,0.64273,0
6,3,2,1,0.60167,1
6,3,1,1,1.3583,1
6,1,1,1,0.54987,1
6,1,1,1,0.58488,1
6,2,1,2,0.71077,1
6,3,1,1,0.83152,1
6,1,1,1,0.87557,1
6,4,1,2,0.64935,1
6,1,1,1,0.69816,1
6,3,1,1,0.97691,1
6,1,1,1,0.94172,1
6,1,1,1,0.71156,1
6,3,1,1,0.85233,1
6,1,1,1,0.81248,1
6,4,1,2,0.75813,1
6,3,1,1,0.55989,1
6,1,1,1,0.64168,1
6,2,1,2,1.2747,1
6,4,1,2,0.90663,1
6,4,1,2,0.67248,1
6,1,1,1,0.68643,1
6,4,1,2,0.76307,1
6,2,1,2,0.64006,1
6,3,1,1,0.78099,1
6,4,1,2,0.75486,1
6,2,1,1,1.1276,0
6,4,1,2,1.0594,1
6,3,1,1,0.78139,1
6,4,1,2,0.66703,1
6,3,1,1,0.86399,1
6,2,1,2,0.7629,1
6,2,1,2,0.68465,1
6,1,1,1,0.7076,1
6,2,1,2,0.70343,1
6,2,1,2,0.60916,1
6,1,1,1,0.93703,1
6,3,1,2,1.2218,0
6,3,1,1,0.7088,1
6,1,1,1,0.84667,1
6,1,1,1,1.1264,1
6,3,1,1,0.79599,1
6,2,1,2,0.73298,1
6,2,1,2,0.75398,1
6,3,1,1,1.0729,1
6,3,1,1,0.49974,1
6,1,1,2,0.71849,0
6,4,1,2,0.81326,1
6,3,1,1,0.86094,1
6,1,1,1,1.0458,1
6,2,1,2,0.95882,1
6,4,1,2,0.82783,1
6,4,1,2,0.43065,1
6,4,1,2,1.1025,1
6,1,1,1,0.97324,1
6,2,1,2,0.73299,1
6,4,1,2,0.63704,1
6,4,1,2,0.63887,1
6,2,1,2,1.1177,1
6,4,1,2,0.44953,1
6,2,1,2,0.2746,1
6,2,1,2,0.92296,1
6,4,1,2,1.011,1
6,4,1,2,0.57198,1
6,3,1,1,0.71983,1
6,3,1,1,0.6757,1
6,4,1,2,0.69632,1
6,3,1,1,1.0665,1
6,2,1,2,0.26298,1
6,3,1,1,1.0131,1
6,4,1,2,4.1029,1
6,4,1,2,0.87954,1
6,3,1,1,1.0312,1
6,4,1,2,0.71715,1
6,2,1,2,1.2597,1
6,2,1,2,0.7336,1
6,1,1,1,0.70744,1
6,1,1,1,0.6441,1
6,3,1,2,0.87,0
6,1,1,1,1.2898,1
6,3,1,1,0.69883,1
6,4,1,2,0.80761,1
6,1,1,1,0.84346,1
6,1,1,1,1.1403,1
6,1,1,1,0.70525,1
6,2,1,2,0.92995,1
6,4,1,2,0.42971,1
6,2,1,2,1.6586,1
6,3,1,1,0.71746,1
6,3,1,1,0.73243,1
6,2,1,2,1.1682,1
6,2,1,2,0.72702,1
6,3,1,2,1.9939,0
6,1,1,1,1.0916,1
6,4,1,2,0.68547,1
6,4,1,2,0.78841,1
6,4,1,2,0.70517,1
6,4,1,2,1.0817,1
6,3,1,2,1.4277,0
6,2,1,2,0.83635,1
6,4,1,2,0.87609,1
6,4,1,2,0.91717,1
6,3,1,2,0.99096,0
6,2,1,2,0.26402,1
6,2,1,2,1.2548,1
6,3,1,1,0.93953,1
6,4,1,2,0.95038,1
6,3,1,2,2.0432,0
6,2,1,2,0.70301,1
6,1,1,1,0.81071,1
6,2,1,2,1.2685,1
6,1,1,1,0.7775,1
6,1,1,1,1.1072,1
6,1,1,1,0.67914,1
6,4,1,1,0.91702,0
6,2,1,2,1.0037,1
6,1,1,1,1.3164,1
6,3,1,1,0.93444,1
6,1,1,1,0.6353,1
6,3,1,2,0.66909,0
6,2,1,2,1.4891,1
6,1,1,2,1.1538,0
6,4,1,2,0.84558,1
6,4,1,2,0.7665,1
6,2,1,1,0.756,0
6,3,1,1,0.98006,1
6,3,1,2,1.175,0
6,4,1,2,0.70583,1
6,2,1,2,1.6377,1
6,1,1,1,0.90249,1
6,1,1,1,0.97924,1
6,2,1,2,0.923,1
6,4,1,2,0.87307,1
6,3,1,2,1.0409,0
6,2,1,2,1.4928,1
6,4,1,2,0.86648,1
6,3,1,1,1.0215,1
6,1,1,1,1.7072,1
6,1,1,1,0.699,1
6,3,1,1,0.77592,1
6,4,1,1,1.2418,0
6,4,1,2,0.65666,1
6,1,1,2,0.83554,0
6,1,1,1,0.66133,1
6,3,1,1,0.72717,1
6,2,1,2,0.88387,1
6,1,1,1,0.91879,1
6,3,1,1,0.81849,1
6,1,1,1,0.66645,1
6,4,1,2,1.7544,1
6,3,1,2,0.7832,0
6,1,1,1,1.6611,1
6,3,1,1,0.66392,1
6,2,1,2,0.75468,1
6,2,1,2,0.79755,1
6,2,1,2,0.72537,1
6,2,2,1,0.75166,1
6,3,2,1,0.75421,1
6,3,2,1,0.59113,1
6,1,2,2,0.66314,1
6,3,2,1,0.64406,1
6,1,2,2,0.81785,1
6,3,2,1,0.67275,1
6,1,2,2,0.77056,1
6,4,2,2,0.7885,1
6,1,2,1,0.65013,0
6,4,2,2,0.64823,1
6,4,2,2,0.63106,1
6,3,2,1,0.73692,1
6,4,2,2,0.61965,1
6,2,2,1,0.68165,1
6,1,2,2,0.65935,1
6,4,2,2,0.63941,1
6,2,2,1,0.6872,1
6,2,2,1,0.6609,1
6,2,2,1,0.64797,1
6,4,2,2,0.71581,1
6,2,2,1,0.69871,1
6,1,2,2,0.80656,1
6,1,2,2,0.66148,1
6,2,2,1,0.63324,1
6,4,2,2,0.67308,1
6,1,2,2,1.1809,1
6,3,2,1,0.635,1
6,4,2,2,0.8747,1
6,2,2,1,0.78644,1
6,4,2,2,0.67827,1
6,2,2,1,0.74107,1
6,2,2,1,0.61805,1
6,3,2,1,0.71996,1
6,1,2,2,0.66062,1
6,3,2,1,0.67366,1
6,4,2,2,0.71361,1
6,3,2,1,0.66624,1
6,4,2,2,0.79323,1
6,4,2,2,0.55915,1
6,2,2,1,0.94892,1
6,3,2,1,0.73277,1
6,3,2,1,0.63457,1
6,1,2,2,0.69362,1
6,3,2,1,1.0774,1
6,3,2,1,0.65423,1
6,2,2,1,1.002,1
6,3,2,1,0.59291,1
6,1,2,2,0.76974,1
6,4,2,2,0.66149,1
6,1,2,2,0.83636,1
6,3,2,1,0.72039,1
6,4,2,2,0.72205,1
6,3,2,1,0.5441,1
6,3,2,1,0.54492,1
6,4,2,2,0.55485,1
6,4,2,2,0.64444,1
6,4,2,2,0.5585,1
6,2,2,1,1.1163,1
6,3,2,1,0.61628,1
6,3,2,1,0.46218,1
6,2,2,1,0.49257,1
6,2,2,1,0.51074,1
6,3,2,1,0.61561,1
6,4,2,2,0.52535,1
6,1,2,2,0.67543,1
6,2,2,1,0.80433,1
6,2,2,1,0.51403,1
6,1,2,2,0.56203,1
6,1,2,2,0.56375,1
6,3,2,1,0.68262,1
6,2,2,1,0.74251,1
6,3,2,1,0.6503,1
6,4,2,2,0.6902,1
6,1,2,2,0.73896,1
6,2,2,1,0.75477,1
6,2,2,1,0.78645,1
6,3,2,1,0.78825,1
6,2,2,1,0.51719,1
6,1,2,2,0.70726,1
6,1,2,2,0.59623,1
6,4,2,2,0.65597,1
6,2,2,1,0.57469,1
6,4,2,2,0.61579,1
6,1,2,2,0.63852,1
6,1,2,2,0.6184,1
6,2,2,1,0.73328,1
6,4,2,2,0.65519,1
6,3,2,1,0.64699,1
6,1,2,2,0.83285,1
6,4,2,2,0.6687,1
6,1,2,2,0.53154,1
6,4,2,2,0.5155,1
6,3,2,1,0.61815,1
6,4,2,2,0.48729,1
6,2,2,1,0.56787,1
6,4,2,2,0.44155,1
6,4,2,2,0.5928,1
6,2,2,1,0.7725,1
6,1,2,2,0.63838,1
6,4,2,1,0.67438,0
6,1,2,2,0.73617,1
6,1,2,2,0.55793,1
6,1,2,2,0.6,1
6,3,2,2,0.52186,0
6,3,2,1,0.54967,1
6,1,2,2,0.6545,1
6,1,2,2,0.66447,1
6,1,2,2,0.57525,1
6,1,2,2,0.60009,1
6,1,2,2,0.59081,1
6,2,2,1,0.66682,1
6,2,2,1,0.58372,1
6,4,2,2,0.61156,1
6,1,2,2,0.87918,1
6,3,2,1,0.63917,1
6,3,2,1,1.374,1
6,3,2,1,0.59791,1
6,2,2,1,0.77385,1
6,2,2,1,0.50563,1
6,4,2,1,0.58055,0
6,3,2,1,0.53534,1
6,3,2,1,0.54629,1
6,4,2,2,0.42717,1
6,2,2,1,0.586,1
6,3,2,1,0.68281,1
6,1,2,2,0.60156,1
6,4,2,2,0.55751,1
6,1,2,2,0.63737,1
6,2,2,1,0.73004,1
6,1,2,2,0.88985,1
6,4,2,2,0.65785,1
6,4,2,2,0.55065,1
6,3,2,1,0.85249,1
6,3,2,2,0.84925,0
6,4,2,2,0.66319,1
6,1,2,2,0.75805,1
6,1,2,2,0.51288,1
6,2,2,1,0.6287,1
6,2,2,1,0.48166,1
6,3,2,1,0.71134,1
6,4,2,2,0.65739,1
6,2,2,1,0.62301,1
6,3,2,1,0.83602,1
6,4,2,1,0.86676,0
6,1,2,2,0.55148,1
6,1,2,2,0.74135,1
6,2,2,1,0.66011,1
6,2,2,1,0.65692,1
6,4,2,2,0.54489,1
6,4,2,2,0.6704,1
6,3,2,1,0.83752,1
6,4,2,2,0.64732,1
6,3,2,1,0.53725,1
6,2,2,1,0.78919,1
6,3,1,1,0.91412,1
6,1,1,1,0.713,1
6,4,1,2,1.038,1
6,2,1,2,0.79479,1
6,2,1,2,0.5766,1
6,3,1,1,0.69255,1
6,2,1,2,0.67533,1
6,2,1,2,0.5323,1
6,4,1,2,0.69816,1
6,3,1,1,0.57895,1
6,3,1,1,0.60768,1
6,2,1,2,0.99177,1
6,3,1,1,0.72048,1
6,3,1,1,0.65718,1
6,1,1,2,1.017,0
6,3,1,1,0.62911,1
6,4,1,2,0.58285,1
6,4,1,2,0.63274,1
6,1,1,1,0.60049,1
6,2,1,2,0.59552,1
6,3,1,1,0.86437,1
6,2,1,2,0.99702,1
6,4,1,2,0.74094,1
6,3,1,1,0.71074,1
6,2,1,1,0.57958,0
6,1,1,1,0.65549,1
6,4,1,2,1.5033,1
6,1,1,1,1.5943,1
6,3,1,1,0.87695,1
6,1,1,1,0.69077,1
6,3,1,1,0.9287,1
6,1,1,1,0.71846,1
6,4,1,2,0.68933,1
6,2,1,2,0.9263,1
6,1,1,1,0.98116,1
6,2,1,2,0.72704,1
6,2,1,2,0.56987,1
6,4,1,2,0.64568,1
6,3,1,1,0.63847,1
6,1,1,1,1.3094,1
6,4,1,2,1.3721,1
6,1,1,1,1.1398,1
6,4,1,2,0.62893,1
6,4,1,2,0.88165,1
6,3,1,1,0.49068,1
6,3,1,1,0.57857,1
6,4,1,2,0.74641,1
6,4,1,2,0.59418,1
6,4,1,2,1.0639,1
6,2,1,2,1.4118,1
6,3,1,1,0.73145,1
6,1,1,2,0.55928,0
6,2,1,2,0.80933,1
6,4,1,2,0.99305,1
6,4,1,2,0.75898,1
6,1,1,1,0.86383,1
6,3,1,1,0.7236,1
6,4,1,2,0.78653,1
6,4,1,2,0.94739,1
6,3,1,1,0.57414,1
6,2,1,2,1.3251,1
6,1,1,1,0.91258,1
6,1,1,1,0.52761,1
6,3,1,1,0.7097,1
6,2,1,2,0.90149,1
6,1,1,1,0.70238,1
6,3,1,2,4.0039,0
6,4,1,2,0.51501,1
6,2,1,2,0.98073,1
6,3,1,1,0.73261,1
6,4,1,2,0.47845,1
6,2,1,2,0.89818,1
6,3,1,1,0.68821,1
6,3,1,1,0.5778,1
6,1,1,2,0.55121,0
6,3,1,1,0.74248,1
6,1,1,1,0.50965,1
6,3,1,1,0.59743,1
6,3,1,1,0.55539,1
6,1,1,2,0.74016,0
6,1,1,1,0.55187,1
6,1,1,1,0.67859,1
6,1,1,1,0.79175,1
6,1,1,1,1.2246,1
6,3,1,1,0.68442,1
6,4,1,2,0.6702,1
6,2,1,2,1.105,1
6,2,1,2,0.72155,1
6,4,1,2,0.70756,1
6,4,1,2,0.72594,1
6,3,1,1,0.5936,1
6,4,1,2,0.92239,1
6,1,1,2,0.56608,0
6,1,1,1,0.98743,1
6,2,1,2,0.82519,1
6,4,1,2,0.70495,1
6,4,1,2,0.65399,1
6,1,1,1,0.76686,1
6,2,1,2,0.82554,1
6,1,1,1,0.6784,1
6,2,1,2,0.59442,1
6,4,1,2,0.79112,1
6,2,1,2,0.62607,1
6,3,1,2,0.89993,0
6,1,1,1,0.68877,1
6,2,1,2,0.66341,1
6,2,1,2,1.2041,1
6,3,1,1,0.77615,1
6,1,1,2,0.93861,0
6,3,1,1,0.85875,1
6,4,1,2,0.7506,1
6,1,1,1,0.51939,1
6,4,1,2,0.59618,1
6,1,1,1,0.67107,1
6,2,1,2,0.58991,1
6,2,1,2,0.5238,1
6,1,1,1,1.0025,1
6,2,1,2,0.66447,1
6,1,1,1,1.0461,1
6,1,1,1,1.384,1
6,2,1,2,0.84093,1
6,2,1,2,0.81674,1
6,3,1,1,0.63711,1
6,1,1,1,1.3122,1
6,4,1,2,0.53784,1
6,2,1,2,1.1188,1
6,2,1,2,0.56943,1
6,1,1,1,1.2704,1
6,4,1,2,1.2743,1
6,4,1,2,0.60698,1
6,1,1,2,0.90278,0
6,4,1,2,0.70287,1
6,1,1,1,0.80769,1
6,4,1,1,0.5914,0
6,1,1,1,1.3782,1
6,2,2,1,0.59588,1
6,1,2,2,0.80564,1
6,2,2,1,0.60472,1
6,2,2,1,0.54855,1
6,3,2,1,0.59532,1
6,2,2,1,0.7523,1
6,4,2,2,0.62811,1
6,2,2,1,0.66882,1
6,2,2,1,0.5588,1
6,4,2,2,0.68482,1
6,2,2,1,0.54551,1
6,4,2,2,0.49663,1
6,4,2,2,0.53632,1
6,1,2,1,0.80013,0
6,3,2,1,0.65587,1
6,4,2,2,0.68382,1
6,1,2,2,0.51871,1
6,2,2,1,0.61175,1
6,4,2,2,0.60252,1
6,2,2,1,0.76713,1
6,3,2,1,0.69031,1
6,1,2,2,0.88796,1
6,3,2,2,0.58169,0
6,3,2,1,0.5299,1
6,4,2,2,0.55959,1
6,1,2,1,0.73357,0
6,2,2,1,1.1331,1
6,1,2,2,0.64503,1
6,3,2,1,0.61409,1
6,4,2,2,0.63782,1
6,3,2,1,0.66377,1
6,2,2,1,0.65654,1
6,4,2,2,0.62437,1
6,1,2,2,0.65328,1
6,4,2,2,0.56194,1
6,3,2,1,0.59478,1
6,2,2,1,0.6288,1
6,2,2,1,0.49169,1
6,3,2,1,0.72445,1
6,1,2,2,0.78312,1
6,2,2,1,0.51823,1
6,2,2,1,0.53601,1
6,2,2,1,0.46497,1
6,4,2,2,0.52786,1
6,3,2,1,0.48875,1
6,4,2,2,0.51049,1
6,2,2,1,0.51547,1
6,1,2,2,0.54436,1
6,1,2,2,0.46218,1
6,4,2,2,0.66209,1
6,4,2,2,0.62385,1
6,4,2,2,0.59342,1
6,3,2,1,0.49481,1
6,1,2,2,0.4555,1
6,2,2,1,0.66629,1
6,3,2,1,0.57334,1
6,4,2,2,0.48916,1
6,1,2,1,0.57601,0
6,2,2,1,0.63691,1
6,2,2,1,0.5016,1
6,1,2,2,0.50574,1
6,1,2,2,0.49044,1
6,1,2,2,0.41309,1
6,4,2,2,0.78428,1
6,1,2,2,0.52104,1
6,4,2,2,0.55291,1
6,3,2,1,0.83961,1
6,2,2,1,0.57774,1
6,4,2,2,0.48277,1
6,3,2,1,0.62719,1
6,4,2,2,0.44033,1
6,3,2,1,0.55282,1
6,3,2,1,0.58382,1
6,1,2,2,0.52454,1
6,2,2,1,0.49053,1
6,2,2,1,0.45957,1
6,3,2,1,0.54235,1
6,1,2,2,0.61412,1
6,2,2,1,0.60618,1
6,3,2,1,0.55399,1
6,1,2,2,0.58986,1
6,1,2,2,0.50253,1
6,3,2,1,0.67156,1
6,4,2,2,0.63241,1
6,1,2,2,0.48811,1
6,4,2,2,0.71616,1
6,3,2,1,0.60201,1
6,2,2,1,0.75571,1
6,3,2,1,0.5447,1
6,4,2,2,0.50968,1
6,1,2,2,0.64842,1
6,4,2,2,0.6813,1
6,3,2,1,0.64083,1
6,2,2,1,0.51782,1
6,4,2,2,0.54543,1
6,4,2,2,0.50767,1
6,1,2,2,0.67936,1
6,3,2,1,0.63306,1
6,3,2,1,0.71307,1
6,1,2,2,0.54394,1
6,2,2,1,0.49698,1
6,1,2,2,0.7456,1
6,3,2,1,0.56138,1
